grade,grade_s,seq_no,dd,p,mn,s,mn_s,mn_s_t,l_temp,super_heat,s_temp,tt,f_temp,cs,mcwf,mould_level,mcwd_temp,new_var,sczfr,m_f
3,980,S15,5,0.028,0.765,0.027,28.33333333,23.61991192,1508,29,1537,1537,1544,2.63,2418.38,63.06,8.1,31282618.86,0,0
3,980,S20,5,0.025,0.735,0.029,25.34482759,22.31802259,1508,47,1555,1555,1555,2.92,2412.11,62.94,8.37,29039491.42,0,0
3,980,S30,8,0.035,0.758,0.028,27.07142857,22.94811947,1508,42,1550,1550,1546,2.45,2414.99,63.06,8.17,33823659.94,0,0
3,976,M,4,0.031,0.992,0.02,49.6,29.96988564,1510,-1510,0,0,0,2.32,2406.47,62.57,7.77,33850319.82,0,0
3,980,M,2,0.02,0.734,0.018,40.77777778,32.58285073,1508,85,1593,1593,1593,2.25,2408.81,62.65,8.37,37635247.44,0,0
3,980,S05,9,0.021,0.731,0.028,26.10714286,22.94811947,1508,42,1550,1550,1533,2.16,2415.17,62.88,7.89,37052733.08,0,0
3,980,S10,10,0.04,0.732,0.023,31.82608696,26.82423957,1508,37,0,1545,1545,2.73,2414.66,63.09,7.64,28381542.15,0,0
3,980,S15,6,0.022,0.732,0.031,23.61290323,21.1678094,1508,55,1563,1563,1563,2.77,2414.82,63.35,8.54,31268867.78,0,0
3,980,S25,4,0.021,0.78,0.033,23.63636364,20.1434254,1508,40,1548,1548,1538,2.89,2411.56,63.18,8.37,29334249.22,0,0
3,909,S30,4,0.019,1.055,0.033,31.96969697,20.1434254,1506,55,1561,1561,1560,2.76,2410.28,63.06,8.6,31543229.57,0,0
3,909,S05,2,0.03,1.036,0.03,34.53333333,21.72572514,1506,-1506,0,0,0,2.62,2411.4,63.18,8.12,31388696.79,0,0
3,980,S10,5,0.022,0.753,0.024,31.375,25.93359266,1508,59,1567,1567,1567,2.9,2412.73,63.16,8.36,29212336.47,0,0
3,909,S25,4,0.018,1.049,0.02,52.45,29.96988564,1506,59,1565,1565,1565,2.75,2412.12,63.02,8.33,30687429.21,0,0
3,909,S30,3,0.023,1.04,0.022,47.27272727,27.78715793,1506,-1506,0,0,0,2.73,2411.02,63,8.9,33012427.69,0,0
3,909,M,7,0.03,1.046,0.023,45.47826087,26.82423957,1506,77,0,1583,1583,2.27,2406.4,62.74,8.53,37978716.48,0,0
3,909,S05,7,0.022,1.046,0.024,43.58333333,25.93359266,1506,41,1547,1547,1547,2.74,2411.4,63.07,8.41,31085938.25,0,0
3,909,S10,6,0.015,1.068,0.019,56.21052632,31.21470086,1506,42,1548,1548,1556,2.59,2409.41,62.97,8,31257210.81,0,0
3,909,S15,6,0.027,1.028,0.026,39.53846154,24.33786233,1506,54,1560,1560,1552,2.71,2407.93,63.1,7.68,28660586.75,0,0
3,909,S20,8,0.031,1.024,0.027,37.92592593,23.61991192,1506,-1506,0,0,0,2.53,2411.38,62.92,7.38,29542740.9,0,0
3,909,S25,6,0.03,1.044,0.027,38.66666667,23.61991192,1506,38,0,1544,1544,2.43,2408.24,62.99,7.52,31301173.73,0,0
3,909,S30,7,0.02,1.057,0.026,40.65384615,24.33786233,1506,43,1549,1549,1544,2.88,2409.76,62.88,7.29,25618761,0,0
3,980,M,7,0.018,0.773,0.024,32.20833333,25.93359266,1508,134,1642,1642,1568,2.36,2400.23,62.65,8.03,34300913.97,0,0
3,909,S10,7,0.025,1.04,0.026,40,24.33786233,1506,-1506,0,0,0,2.65,2404.07,62.91,8.04,30634202.17,0,0
3,909,S15,8,0.025,1.067,0.027,39.51851852,23.61991192,1506,45,0,1551,1551,2.76,2405.76,62.97,8.05,29470560,0,0
3,909,S20,2,0.024,1.026,0.029,35.37931034,22.31802259,1506,39,1545,1545,1550,2.91,2407.31,63.02,7.9,27448297.53,0,0
3,909,S05,8,0.019,1.041,0.025,41.64,25.10710746,1506,36,1542,1542,1540,2.91,2402.58,62.91,7.71,26735513.94,0,0
3,909,S10,8,0.021,1.022,0.021,48.66666667,28.83191546,1506,38,1544,1544,1538,2.38,2407.3,62.91,7.34,31181615.29,0,0
3,909,S15,4,0.021,1.135,0.022,51.59090909,27.78715793,1506,42,1548,1548,1548,2.36,2406.15,63.2,7.32,31345201.53,0,0
3,909,S33,2,0.031,1.04,0.03,34.66666667,21.72572514,1506,46,1552,1552,1552,2.61,2405.06,62.96,7.51,29065288.32,0,0
3,909,M,7,0.024,1.074,0.02,53.7,29.96988564,1506,74,1580,1580,1580,2.45,2400.78,62.81,8.28,34077357.26,0,0
3,909,S05,7,0.026,1.045,0.022,47.5,27.78715793,1506,34,1540,1540,1540,2.85,2406.37,62.88,7.91,28050675.14,0,0
3,909,S10,5,0.023,1.039,0.028,37.10714286,22.94811947,1506,42,1548,1548,1545,2.85,2402.76,63.15,8.06,28539730.36,0,0
3,909,S20,6,0.018,1.043,0.025,41.72,25.10710746,1506,60,1566,1566,1566,2.86,2403.74,62.98,8.17,28839837.19,0,0
3,909,S25,6,0.036,1.08,0.031,34.83870968,21.1678094,1506,-1506,0,0,0,2.37,2400.94,62.78,7.46,31741034.63,0,0
3,909,M,7,0.029,1.064,0.032,33.25,20.64126415,1506,70,0,1576,1576,2.28,2397.89,62.71,8.37,36971677.66,0,0
3,980,S10,3,0.028,0.751,0.025,30.04,25.10710746,1508,54,1562,1562,1562,2.42,2406.84,62.74,8.36,34921060.36,0,0
3,980,S15,3,0.03,0.74,0.021,35.23809524,28.83191546,1508,63,1571,1571,1563,2.72,2406.99,62.9,8.42,31294409.69,0,0
3,980,S20,3,0.022,0.756,0.028,27,22.94811947,1508,47,1555,1555,1555,2.7,2403.5,63.05,7.82,29237242.22,0,0
3,980,S25,6,0.024,0.74,0.027,27.40740741,23.61991192,1508,38,1546,1546,1546,2.98,2405.75,63.12,7.77,26345384.4,0,0
3,980,S30,2,0.021,0.739,0.03,24.63333333,21.72572514,1508,-1508,0,0,0,2.9,2408.31,62.94,7.74,26996324.65,0,0
3,980,M,13,0.019,0.753,0.023,32.73913043,26.82423957,1508,61,0,1569,1569,2.28,2400.67,62.76,8.22,36351197.84,0,0
3,980,S05,9,0.026,0.743,0.03,24.76666667,21.72572514,1508,46,1554,1554,1552,2.82,2403.76,62.99,7.85,28103534.47,0,0
3,980,S10,2,0.015,0.715,0.021,34.04761905,28.83191546,1508,46,1554,1554,1554,2.72,2407.23,62.96,7.06,26242347.04,0,0
3,980,S20,4,0.027,0.754,0.021,35.9047619,28.83191546,1508,42,1550,1550,1555,2.64,2405.45,62.89,7.82,29925984.77,0,0
3,980,S25,5,0.02,0.757,0.023,32.91304348,26.82423957,1508,-1508,0,0,0,2.27,2408.83,63.07,8.23,36680007.83,0,0
3,980,S30,7,0.016,0.8,0.018,44.44444444,32.58285073,1508,38,0,1546,1546,2.3,2401.25,62.85,3.71,16267946.74,0,0
3,976,M,6,0.023,1.046,0.015,69.73333333,37.65403131,1510,71,1581,1581,1581,2.29,2401.12,62.57,7.57,33336772.61,0,0
3,980,S05,5,0.023,0.744,0.023,32.34782609,26.82423957,1508,54,1562,1562,1548,2.13,2401.31,63.06,4.88,23106690.03,0,0
3,980,S15,3,0.021,0.75,0.02,37.5,29.96988564,1508,42,1550,1550,1542,2.74,2406.53,63.02,7.93,29252513.93,0,0
3,980,M,4,0.014,0.748,0.014,53.42857143,39.77262916,1508,57,0,1565,1565,2.26,2399.79,62.56,7.84,34964727.93,0,0
3,980,S10,6,0.026,0.734,0.026,28.23076923,24.33786233,1508,46,1554,1554,1643,2.59,2403.97,62.86,7.51,29276456.27,0,0
3,980,S15,4,0.025,0.742,0.032,23.1875,20.64126415,1508,58,1566,1566,1557,2.47,2403.32,62.94,7.49,30608761.36,0,0
3,980,S30,8,0.035,0.768,0.032,24,20.64126415,1508,25,1533,1533,1527,2.68,2404.09,63,7.58,28558436.28,0,0
3,980,M,7,0.022,0.747,0.02,37.35,29.96988564,1508,67,1575,1575,1575,2.32,2414.19,62.58,7.77,33958912.27,0,0
3,980,S15,5,0.025,0.742,0.028,26.5,22.94811947,1508,50,1558,1558,1553,2.56,2424.15,63.06,7.4,29430696.09,0,0
3,980,S20,5,0.021,0.744,0.026,28.61538462,24.33786233,1508,-1508,0,0,0,2.49,2420.19,62.92,6.84,27922577.64,0,0
3,980,S25,9,0.022,0.79,0.028,28.21428571,22.94811947,1508,46,1554,1554,1553,2.54,2420.94,63.13,7.28,29142780.09,0,0
3,980,S30,2,0.024,0.756,0.026,29.07692308,24.33786233,1508,41,0,1549,1549,2.54,2419.15,63.04,7.53,30121274.76,0,0
3,980,S10,1,0.024,0.752,0.031,24.25806452,21.1678094,1508,40,1548,1548,1548,2.85,2419.51,63.37,7.61,27134167.94,0,0
3,980,S20,4,0.019,0.793,0.027,29.37037037,23.61991192,1508,192,1700,1700,1556,2.68,2420.05,62.95,8.32,31554562.39,0,0
3,980,S30,6,0.023,0.764,0.027,28.2962963,23.61991192,1508,45,1553,1553,1536,2.83,2423.43,63.12,7.19,25859625.14,0,0
3,980,S05,2,0.017,0.785,0.018,43.61111111,32.58285073,1508,23,1531,1531,1703,2.62,2426.12,63.07,8.2,31891440,0,0
3,980,S09,9,0.038,0.79,0.033,23.93939394,20.1434254,1508,21,1529,1529,1536,2.84,2421.67,63.01,7.84,28077728.79,0,0
3,980,M,7,0.02,0.757,0.022,34.40909091,27.78715793,1508,64,1572,1572,1580,2.29,2417.9,62.81,8.12,36008760.52,0,0
3,980,S05,5,0.033,0.746,0.029,25.72413793,22.31802259,1508,89,0,1597,1597,2.57,2422.31,62.95,8.14,32223320.73,0,0
3,980,S10,5,0.024,0.689,0.026,26.5,24.33786233,1508,54,0,1562,1562,2.56,2423.57,62.9,7.89,31371977.6,0,0
3,980,S15,3,0.029,0.756,0.023,32.86956522,26.82423957,1508,46,1554,1554,1554,2.91,2417.95,62.92,8.49,29628612.06,0,0
3,980,S20,8,0.023,0.73,0.027,27.03703704,23.61991192,1508,33,1541,1541,1537,2.81,2421.05,62.97,8.46,30613789.54,0,0
3,980,S25,6,0.02,0.741,0.021,35.28571429,28.83191546,1508,51,1559,1559,1559,2.78,2419.99,62.94,7.82,28590702,0,0
3,980,S29,3,0.023,0.787,0.035,22.48571429,19.22466134,1508,57,1565,1565,1565,2.25,2419.75,63.12,7.63,34463692.67,0,0
3,980,S06,6,0.018,0.725,0.026,27.88461538,24.33786233,1508,189,1697,1697,1550,2.25,2422.11,62.78,8.07,36486665.04,0,0
3,980,S14,6,0.022,0.734,0.028,26.21428571,22.94811947,1508,57,1565,1565,1565,2.73,2421.63,62.8,7.54,28090908,0,0
3,980,S20,5,0.025,0.862,0.036,23.94444444,18.79974161,1508,38,1546,1546,1553,2.5,2424.97,62.77,7.31,29780571.58,0,0
3,980,S29,2,0.034,0.803,0.027,29.74074074,23.61991192,1508,48,1556,1556,1556,2.26,2424.33,63.05,7.84,35322273.56,0,0
3,909,M,3,0.032,1.046,0.016,65.375,35.77449321,1506,-1506,0,0,0,2.24,2416.73,62.73,7.77,35208735.19,0,0
3,980,S05,6,0.032,0.723,0.028,25.82142857,22.94811947,1508,52,1560,1560,1560,2.84,2420.98,63.12,7.95,28463564.15,0,0
3,980,S06,0,0.027,0.733,0.026,28.19230769,24.33786233,1508,-1508,0,0,0,2.81,2423.11,62.98,7.94,28756538.18,0,0
3,909,S15,2,0.023,1.067,0.023,46.39130435,26.82423957,1506,59,1565,1565,1565,2.66,2420.85,62.74,7.49,28629736.58,0,0
3,909,S05,4,0.027,1.078,0.029,37.17241379,22.31802259,1506,52,1558,1558,1532,2.79,2421.6,62.83,7.74,28215545.81,0,0
3,909,S10,6,0.031,1.007,0.023,43.7826087,26.82423957,1506,37,1543,1543,1533,2.41,2419.75,62.99,7.17,30235830.5,0,0
3,909,S15,6,0.029,1.057,0.024,44.04166667,25.93359266,1506,57,1563,1563,1552,2.73,2421.8,63.12,8.17,30440163.08,0,0
3,909,S20,3,0.025,1.035,0.015,69,37.65403131,1506,53,1559,1559,1559,2.71,2423.8,63.12,8.39,31516555.13,0,0
3,909,M,11,0.029,1.04,0.019,54.73684211,31.21470086,1506,59,0,1565,1565,2.38,2408.41,62.88,7.98,33916079.65,0,0
3,909,S01,7,0.029,1.043,0.026,40.11538462,24.33786233,1506,35,0,1541,1541,3.74,2404.02,65.05,8.27,22326532.27,0,0
3,909,S05,10,0.031,1.033,0.026,39.73076923,24.33786233,1506,-1506,0,0,0,3.16,2414.73,62.91,7.92,25418854.03,0,0
3,909,S15,7,0.027,1.023,0.029,35.27586207,22.31802259,1506,50,1556,1556,1556,2.17,2408.73,63,7.68,35804605.94,0,0
3,909,M,0,0.031,1.07,0.029,36.89655172,22.31802259,1506,67,1573,1573,1573,2.26,2405.92,62.76,7.77,34741058.97,0,0
3,909,M,11,0.028,1.028,0.029,35.44827586,22.31802259,1506,189,0,1695,1695,2.43,2412.26,62.87,2.18,9089157.432,0,0
3,909,S03,8,0.034,1.044,0.02,52.2,29.96988564,1506,45,1551,1551,1549,2.76,2417.68,62.84,0.86,3164007.304,0,0
3,909,S08,7,0.018,1.04,0.028,37.14285714,22.94811947,1506,-1506,0,0,0,2.97,2418.47,62.92,0.83,2838648.626,0,0
3,909,S13,10,0.02,1.05,0.031,33.87096774,21.1678094,1506,49,1555,1555,1555,3.08,2420.28,62.98,0.84,2772320.727,0,0
3,909,M,6,0.035,1.055,0.017,62.05882353,34.09448306,1506,76,1582,1582,1703,2.28,2412.59,62.62,7.43,33020738.39,0,0
3,980,S05,10,0.03,0.754,0.027,27.92592593,23.61991192,1508,195,1703,1703,1550,2.87,2419.57,63.18,7.83,27724731.37,0,0
3,980,S10,11,0.024,0.715,0.035,20.42857143,19.22466134,1508,50,1558,1558,1558,2.71,2414.13,63.06,7.47,27948676.98,0,0
3,980,S15,6,0.026,0.779,0.028,27.82142857,22.94811947,1508,42,0,1550,1550,2.55,2418.77,62.98,8.32,33145685.84,0,0
3,909,S24,7,0.036,1.1,0.018,61.11111111,32.58285073,1506,34,1540,1540,1540,2.84,2416.96,63.3,8.64,30882621.3,0,0
3,909,S05,11,0.022,1.009,0.016,63.0625,35.77449321,1506,-1506,0,0,0,2.92,2427.48,62.94,8.05,28107225.62,0,0
3,909,S10,7,0.027,1.05,0.028,37.5,22.94811947,1506,38,1544,1544,1544,2.43,2430.74,62.5,7.31,30711349.58,0,0
3,909,S14,11,0.032,1.04,0.026,40,24.33786233,1506,-1506,0,0,0,2.47,2426.64,63.01,7.2,29709147.21,0,0
3,909,M,10,0.025,1.055,0.025,42.2,25.10710746,1506,57,0,1563,1563,2.23,2414.78,62.73,7.61,34610402.85,0,0
3,909,M,7,0.027,1.1,0.012,91.66666667,44.94691449,1506,83,1589,1589,1589,2.28,2415.27,62.62,7.31,32523517.34,0,0
3,909,M,10,0.019,1.025,0.017,60.29411765,34.09448306,1506,59,0,1565,1565,2.29,2417.76,62.59,7.94,35208498.03,0,0
3,909,S05,10,0.038,1.08,0.023,46.95652174,26.82423957,1506,49,1555,1555,1555,2.97,2421.37,63.06,7.59,25989371.33,0,0
3,909,S10,12,0.024,1.04,0.019,54.73684211,31.21470086,1506,16,0,1522,1522,2.4,2423.98,62.97,7.13,30245210.45,0,0
3,909,S15,7,0.028,1.048,0.028,37.42857143,22.94811947,1506,41,1547,1547,1547,2.45,2423.48,62.89,7.53,31283664.69,0,0
3,909,S20,11,0.036,1.04,0.028,37.14285714,22.94811947,1506,38,1544,1544,1544,2.38,2422.19,63.09,7.29,31160761.94,0,0
3,909,S25,2,0.027,1.075,0.029,37.06896552,22.31802259,1506,43,1549,1549,1549,3.19,2423,63.1,8.1,25840269.59,0,0
3,909,M,9,0.021,1.044,0.022,47.45454545,27.78715793,1506,73,1579,1579,1577,2.26,2415.73,62.37,7.79,34972501.83,0,0
3,1071,S05,13,0.022,1.04,0.032,32.5,20.64126415,1505,33,0,1538,1538,2.68,2422.5,63.16,7.55,28663236.94,0,0
3,909,S10,13,0.024,1.034,0.031,33.35483871,21.1678094,1506,54,1560,1560,1560,2.39,2422.73,62.8,7.34,31250175.92,0,0
3,909,S15,7,0.017,1.124,0.025,44.96,25.10710746,1506,-1506,0,0,0,2.66,2420.22,62.87,8.37,31985118,0,0
3,980,S19,4,0.028,0.75,0.023,32.60869565,26.82423957,1508,34,1542,1542,1542,3.03,2417.15,63.3,7.95,26636514.36,0,0
3,909,S24,5,0.021,1.039,0.035,29.68571429,19.22466134,1506,39,1545,1545,1548,2.82,2418.42,63.11,8.03,28923274.09,0,0
3,909,S29,3,0.017,1.089,0.022,49.5,27.78715793,1506,-1506,0,0,0,2.83,2421,62.88,8.48,30468669.96,0,0
3,909,M,11,0.023,1.021,0.027,37.81481481,23.61991192,1506,-1506,0,0,0,2.27,2411.85,62.76,7.65,34137771.15,0,0
3,909,S05,11,0.025,1.042,0.029,35.93103448,22.31802259,1506,48,1554,1554,1554,2.96,2417.57,62.92,8.02,27511293.2,0,0
3,909,S10,11,0.021,1.052,0.033,31.87878788,20.1434254,1506,35,0,1541,1541,3.33,2417.18,63.18,8.12,24755407.42,0,0
3,909,S15,10,0.031,1.085,0.029,37.4137931,22.31802259,1506,37,1543,1543,1543,3.08,2418.16,63.02,8,26379927.27,0,0
3,909,S20,11,0.027,1.045,0.016,65.3125,35.77449321,1506,-1506,0,0,0,3.07,2419.08,63.02,8.22,27204012.35,0,0
3,980,S05,5,0.02,0.714,0.025,28.56,25.10710746,1508,-1508,0,0,0,2.88,2326.57,63,7.39,25073638.77,0,0
3,976,M,12,0.019,0.995,0.024,41.45833333,25.93359266,1510,76,1586,1586,1640,2.51,2339.69,62.72,7.14,27953236.54,0,0
3,980,S11,4,0.017,0.746,0.024,31.08333333,25.93359266,1508,50,1558,1558,1550,2.94,2327.12,63.08,7.27,24168803.43,0,0
3,980,S15,4,0.018,0.722,0.027,26.74074074,23.61991192,1508,49,1557,1557,1561,3.19,2324.65,63.08,7.27,22251054.26,0,0
3,980,S20,8,0.028,0.743,0.027,27.51851852,23.61991192,1508,45,1553,1553,1547,2.92,2330.52,63.17,7.35,24638065.89,0,0
3,980,M,7,0.032,0.736,0.019,38.73684211,31.21470086,1508,73,1581,1581,1585,2.3,2328.49,62.71,6.86,29168892.99,0,0
3,980,S05,6,0.025,0.724,0.023,31.47826087,26.82423957,1508,37,1545,1545,1535,2.86,2330.2,62.86,7.22,24706638.04,0,0
3,980,S10,3,0.025,0.732,0.026,28.15384615,24.33786233,1508,-1508,0,0,0,2.83,2332.7,62.96,7.27,25168431.73,0,0
3,980,S15,7,0.023,0.753,0.017,44.29411765,34.09448306,1508,50,0,1558,1558,2.99,2332.31,63,8.03,26307520.76,0,0
3,980,S20,7,0.035,0.766,0.023,33.30434783,26.82423957,1508,-1508,0,0,0,2.9,2330.25,63.04,7.79,26290041.21,0,0
3,980,S25,8,0.023,0.779,0.017,45.82352941,34.09448306,1508,62,0,1570,1570,2.55,2331.58,63.11,8.11,31144422.73,0,0
3,980,S30,6,0.023,0.797,0.027,29.51851852,23.61991192,1508,-1508,0,0,0,3.04,2330.58,63.19,7.68,24728680.42,0,0
3,976,M,2,0.027,1.01,0.02,50.5,29.96988564,1510,-1510,0,0,0,2.35,2331.56,62.65,6.68,27835849.94,0,0
3,980,M,7,0.034,0.744,0.018,41.33333333,32.58285073,1508,-1508,0,0,0,2.28,2334.14,62.84,7.29,31345043.21,0,0
3,980,S05,13,0.034,0.742,0.022,33.72727273,27.78715793,1508,63,1571,1571,1571,2.68,2334.15,62.87,7.26,26557052.91,0,0
3,980,S10,12,0.027,0.776,0.018,43.11111111,32.58285073,1508,-1508,0,0,0,2.87,2336.35,62.98,6.87,23488865.12,0,0
3,980,S05,5,0.03,0.713,0.023,31,26.82423957,1508,48,1556,1556,1559,2.2,2339.33,62.9,7.07,31574575.01,0,0
3,909,M,4,0.022,1.045,0.023,45.43478261,26.82423957,1506,61,1567,1567,1547,2.4,2336.1,62.9,6.2,25346685,0,0
3,909,M,3,0.033,1.091,0.023,47.43478261,26.82423957,1506,-1506,0,0,0,2.23,2332.03,62.73,7.36,32326327.96,0,0
3,909,S10,0,0.019,1.041,0.02,52.05,29.96988564,1506,-1506,0,0,0,2.97,2335.98,62.91,7.15,23619353.33,0,0
3,909,M,5,0.024,1.08,0.021,51.42857143,28.83191546,1506,72,1578,1578,1584,2.26,2329.85,62.73,7.14,30914841.5,0,0
3,909,S10,9,0.026,1.09,0.025,43.6,25.10710746,1506,54,1560,1560,1560,2.69,2332.64,62.92,7.16,26077007.46,0,0
3,909,S15,9,0.02,1.051,0.027,38.92592593,23.61991192,1506,-1506,0,0,0,2.47,2337.04,63.08,7.12,28294268.89,0,0
3,909,S20,7,0.033,1.045,0.026,40.19230769,24.33786233,1506,44,1550,1550,1550,2.53,2332.87,63.06,7.1,27496515.18,0,0
3,909,S24,7,0.021,1.013,0.03,33.76666667,21.72572514,1506,50,1556,1556,1550,2.9,2335.07,62.93,7.18,24281507.21,0,0
3,909,S30,10,0.023,1.056,0.025,42.24,25.10710746,1506,50,1556,1556,1556,2.5,2336.71,62.98,7.31,28696668.17,0,0
3,909,M,13,0.034,1.087,0.011,98.81818182,48.15942887,1506,66,1572,1572,1566,2.26,2332.43,62.38,6.86,29735386.35,0,0
3,909,S10,9,0.03,1.055,0.028,37.67857143,22.94811947,1506,49,1555,1555,1555,3.02,2333.23,63.06,6.82,22130145.74,0,0
3,909,S15,10,0.024,1.032,0.018,57.33333333,32.58285073,1506,-1506,0,0,0,2.96,2332.13,62.7,6.9,22832813.31,0,0
3,909,S25,8,0.027,1.03,0.033,31.21212121,20.1434254,1506,35,0,1541,1541,2.34,2334.78,62.85,6.9,28915352.31,0,0
3,980,S05,8,0.024,0.763,0.02,38.15,29.96988564,1508,50,1558,1558,1555,2.38,2334.92,63.07,7.32,30161672.47,0,0
3,980,M,8,0.024,0.728,0.018,40.44444444,32.58285073,1508,73,1581,1581,1581,2.25,2327.17,62.6,6.58,28583853.39,0,0
3,980,S05,8,0.019,0.75,0.025,30,25.10710746,1508,54,1562,1562,1562,2.51,2328.02,63.19,6.87,26762027.52,0,0
3,980,S10,8,0.019,0.747,0.025,29.88,25.10710746,1508,-1508,0,0,0,2.63,2326.62,62.91,6.82,25339811.13,0,0
3,980,M,13,0.025,0.787,0.028,28.10714286,22.94811947,1508,59,1567,1567,1567,2.4,2320.27,63.06,6.75,27408189.38,0,0
3,980,S05,12,0.025,0.779,0.03,25.96666667,21.72572514,1508,-1508,0,0,0,2.88,2325.87,63.01,7.13,24184202.44,0,0
3,980,S10,5,0.022,0.75,0.025,30,25.10710746,1508,-1508,0,0,0,2.42,2320.17,62.97,6.7,26979166.86,0,0
3,980,M,8,0.018,0.724,0.016,45.25,35.77449321,1508,56,1564,1564,1589,2.31,2319.51,62.86,5.74,24207249.82,0,0
3,980,M,9,0.02,0.763,0.02,38.15,29.96988564,1508,54,1562,1562,1548,2.25,2313.79,62.87,1.84,7947097.387,0,0
3,980,S05,2,0.033,0.73,0.017,42.94117647,34.09448306,1508,44,1552,1552,1552,2.89,2319.59,62.84,6.6,22248800.97,0,0
3,980,S10,6,0.016,0.8,0.008,100,62.00271238,1508,45,0,1553,1553,2.83,2320.55,62.96,6.84,23556452.44,0,0
3,980,S19,8,0.034,0.735,0.03,24.5,21.72572514,1508,59,1567,1567,1555,2.83,2312.01,62.86,7.1,24361886.29,0,0
3,980,S30,5,0.027,0.763,0.028,27.25,22.94811947,1508,57,1565,1565,1560,3.04,2308.69,63.02,7.34,23411939.25,0,0
3,980,M,4,0.039,0.717,0.021,34.14285714,28.83191546,1508,70,1578,1578,1578,2.36,2329.63,61.43,7.1,29436257.03,0,0
3,980,S15,8,0.029,0.77,0.026,29.61538462,24.33786233,1508,-1508,0,0,0,3.16,2309.03,63.05,6.55,20101713.7,0,0
3,980,M,9,0.02,0.742,0.029,25.5862069,22.31802259,1508,56,1564,1564,1564,2.28,2309.27,62.93,6.82,29011723.63,0,0
3,980,S10,13,0.019,0.743,0.021,35.38095238,28.83191546,1508,48,0,1556,1556,2.64,2308.44,63.01,6.89,25303650.27,0,0
3,980,S15,12,0.031,0.753,0.026,28.96153846,24.33786233,1508,-1508,0,0,0,2.54,2311.45,63,6.81,26028383.03,0,0
3,980,S20,8,0.025,0.81,0.024,33.75,25.93359266,1508,47,1555,1555,1538,2.7,2310.38,62.99,6.71,24115233.02,0,0
3,980,S25,8,0.019,0.757,0.027,28.03703704,23.61991192,1508,-1508,0,0,0,2.55,2307.67,63,7.15,27176207.88,0,0
3,980,S30,0,0.034,0.878,0.032,27.4375,20.64126415,1508,32,1540,1540,1540,2.98,2326.8,0,6.98,22890090.2,0,0
3,980,M,14,0.015,0.735,0.021,35,28.83191546,1508,76,0,1584,1584,2.59,2294.54,63.01,8.57,31887904.54,0,0
3,980,S05,5,0.033,0.745,0.024,31.04166667,25.93359266,1508,-1508,0,0,0,2.59,2297.16,63.07,7.27,27081653.84,0,0
3,980,S10,3,0.017,0.87,0.03,29,21.72572514,1508,44,0,1552,1552,2.54,2295.23,62.91,7.78,29527139.95,0,0
3,980,S15,9,0.024,0.73,0.028,26.07142857,22.94811947,1508,34,0,1542,1542,2.9,2293.5,62.95,8.01,26606181.72,0,0
3,980,S20,3,0.022,0.744,0.025,29.76,25.10710746,1508,44,0,1552,1552,2.83,2289.11,62.84,8.15,27687715.65,0,0
3,980,S25,6,0.025,0.773,0.028,27.60714286,22.94811947,1508,37,1545,1545,1543,2.81,2292.49,63.16,8.45,28953903.95,0,0
3,980,S05,7,0.027,0.719,0.029,24.79310345,22.31802259,1508,49,1557,1557,1557,2.92,2300.1,62.98,8.14,26930074.93,0,0
3,980,S15,7,0.029,0.759,0.026,29.19230769,24.33786233,1508,39,0,1547,1547,2.56,2304.46,62.98,8.52,32212029.94,0,0
3,980,S20,11,0.023,0.731,0.019,38.47368421,31.21470086,1508,50,1558,1558,1558,2.64,2294.04,63.01,8.29,30255259.36,0,0
3,980,S25,6,0.015,0.73,0.018,40.55555556,32.58285073,1508,-1508,0,0,0,2.78,2293.28,62.93,8.29,28722094.62,0,0
3,980,M,12,0.023,0.749,0.021,35.66666667,28.83191546,1508,64,1572,1572,1572,2.26,2249.4,62.66,8.04,33609619.12,0,0
3,1086,S18,0,0.014,0.702,0.011,63.81818182,48.15942887,1502,-1502,0,0,0,2.58,2289.35,63.01,5.48,20423131.63,0,0
3,1086,M,6,0.025,0.727,0.01,72.7,51.94243253,1502,75,1577,1577,1577,2.57,2297.8,62.94,7.56,28389006.07,0,0
3,1086,S05,9,0.014,0.702,0.009,78,56.47110389,1502,59,0,1561,1561,2.26,2304.97,62.95,7.19,30798886.75,0,0
3,1086,S09,1,0.018,0.689,0.01,68.9,51.94243253,1502,57,1559,1559,1559,2.3,2305.47,63.02,7.41,31196016.23,0,0
3,1086,S15,8,0.013,0.715,0.01,71.5,51.94243253,1502,-1502,0,0,0,2.32,2304.76,62.87,7.65,31918939.14,0,0
3,1086,S20,4,0.012,0.715,0.009,79.44444444,56.47110389,1502,33,0,1535,1535,2.41,2304.43,62.93,5.56,22329066.12,0,0
3,1086,S25,4,0.019,0.725,0.016,45.3125,35.77449321,1502,53,1555,1555,1553,2.61,2306.67,63.27,0.78,2895268.552,0,0
3,1086,M,8,0.019,0.693,0.012,57.75,44.94691449,1502,-1502,0,0,0,2.3,2309.16,62.38,6.11,25764201.7,0,0
3,1086,S05,8,0.023,0.703,0.011,63.90909091,48.15942887,1502,-1502,0,0,0,2.43,2307.66,62.98,7.37,29395599.85,0,0
3,1088,S10,7,0.023,0.523,0.013,40.23076923,42.18126779,1514,41,1555,1555,1555,2.81,2305.5,62.69,6.5,22398629.89,0,0
