grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
F,980,S20,1508,8,0.025,0.722,0.023,31.39130435,26.82423957,30,1538,3.36,2397.07,63,8.1,300.29,150.145,24270333.75
F,909,S25,1506,8,0.028,1.047,0.03,34.9,21.72572514,42,1548,2.64,2393.55,62.88,7.2,252.64,126.32,27417027.27
F,909,S30,1506,8,0.015,1.086,0.017,63.88235294,34.09448306,51,1557,3.02,2394.73,62.81,7.25,288.36,144.18,24145539.24
F,980,S35,1508,10,0.026,0.77,0.027,28.51851852,23.61991192,38,1546,2.96,2401.5,62.99,6.57,281.08,140.54,22387496.96
F,980,M,1508,7,0.029,0.729,0.018,40.5,32.58285073,55,1563,2.24,2400.48,62.7,6.64,211.23,105.615,29885976
F,909,S10,1506,5,0.024,1.076,0.026,41.38461538,24.33786233,41,1547,2.67,2398.16,62.84,7.3,254.37,127.185,27538421.57
F,909,S15,1506,5,0.022,1.06,0.02,53,29.96988564,56,1562,2.66,2399.54,63.08,7.09,252.99,126.495,26862218.84
F,909,S20,1506,7,0.02,1.04,0.021,49.52380952,28.83191546,30,1536,2.89,2399.91,62.98,7.05,273.66,136.83,24588697.27
F,980,M,1508,6,0.021,0.732,0.017,43.05882353,34.09448306,195,1703,2.3,2398.31,62.53,6.87,218.27,109.135,30087320.32
F,980,S05,1508,6,0.021,0.734,0.02,36.7,29.96988564,65,1573,3.06,2392.94,63.09,7.91,290.87,145.435,25979821.14
F,980,S10,1508,7,0.015,0.76,0.028,27.14285714,22.94811947,55,1563,2.9,2394.09,62.96,7.28,276.08,138.04,25241964.08
F,980,S15,1508,6,0.013,0.72,0.029,24.82758621,22.31802259,48,1556,2.84,2397.55,62.86,6.71,272.17,136.085,23791462.71
F,980,S20,1508,10,0.025,0.724,0.031,23.35483871,21.1678094,124,1632,3.03,2392.51,62.95,7.4,287.95,143.975,24540993.66
F,980,S25,1508,8,0.027,0.735,0.026,28.26923077,24.33786233,39,1547,2.62,2389.02,63.08,7.26,248.07,124.035,27803815.97
F,980,S30,1508,9,0.021,0.793,0.014,56.64285714,39.77262916,33,1541,2.56,2390.27,62.78,6.8,245.13,122.565,26666449.69
F,980,M,1508,6,0.015,0.7,0.016,43.75,35.77449321,63,1571,2.28,2396.44,62.59,6.88,217.92,108.96,30371723.79
F,980,S05,1508,8,0.018,0.72,0.019,37.89473684,31.21470086,37,1545,2.86,2396.91,62.99,7.11,272.16,136.08,25026757.49
F,980,S10,1508,6,0.015,0.725,0.034,21.32352941,19.67192734,48,1556,2.76,2395.98,62.91,7,262.46,131.23,25522395.65
F,980,S15,1508,5,0.018,0.73,0.024,30.41666667,25.93359266,51,1559,2.85,2392.61,63.04,6.93,271.5,135.75,24434844.44
F,980,S20,1508,13,0.017,0.778,0.028,27.78571429,22.94811947,46,1554,2.85,2392.84,62.97,6.84,271,135.5,24119827.2
F,980,M,1508,8,0.016,0.746,0.013,57.38461538,42.18126779,76,1584,2.4,2400.41,62.53,6.97,228.26,114.13,29279000.98
F,980,S05,1508,4,0.016,0.75,0.02,37.5,29.96988564,34,1542,3.2,2399.88,63.09,7.04,301.81,150.905,22174891.2
F,909,S20,1506,8,0.016,1.04,0.025,41.6,25.10710746,55,1561,2.84,2394.94,62.98,7.11,270.45,135.225,25182288.13
F,909,S25,1506,2,0.022,1.05,0.015,70,37.65403131,40,1546,2.76,2399.68,63.05,6.75,262.43,131.215,24648886.96
F,909,M,1506,11,0.021,1.02,0.018,56.66666667,32.58285073,70,1576,2.32,2393.07,62.33,6.9,220.74,110.37,29892745.09
F,909,M,1506,7,0.017,1.042,0.022,47.36363636,27.78715793,63,1569,2.29,2392.35,62.46,6.97,217.49,108.745,30582381.62
F,909,S10,1506,5,0.035,1.044,0.021,49.71428571,28.83191546,46,1552,2.61,2400.79,62.95,6.61,248.18,124.09,25536678.92
F,909,S15,1506,2,0.021,1.035,0.02,51.75,29.96988564,58,1564,2.86,2397.88,63.04,7.1,270.81,135.405,25001671.89
F,980,S20,1508,8,0.024,0.76,0.012,63.33333333,44.94691449,47,1555,2.78,2395.78,62.97,7.87,263.78,131.89,28485651.84
F,909,S24,1506,8,0.025,1.04,0.023,45.2173913,26.82423957,48,1554,3.15,2397.31,62.95,7.4,298.85,149.425,23653458.67
F,909,S30,1506,6,0.028,1.08,0.017,63.52941176,34.09448306,49,1555,3.17,2395.5,62.97,7.53,300,150,23899079.81
F,909,M,1506,10,0.027,1.011,0.013,77.76923077,42.18126779,68,1574,2.34,2398.47,62.48,6.55,223.01,111.505,28197397.31
F,909,S06,1506,5,0.022,1.05,0.024,43.75,25.93359266,43,1549,3.2,2399.91,62.92,7.08,304.24,152.12,22301163.68
F,980,S11,1508,6,0.024,0.795,0.02,39.75,29.96988564,44,1552,3,2395.67,63.04,7.27,284.89,142.445,24383129.26
F,909,S16,1506,7,0.026,1.054,0.023,45.82608696,26.82423957,49,1555,2.92,2396.05,63.08,7.22,276.9,138.45,24882815.14
F,909,S21,1506,7,0.017,1.04,0.029,35.86206897,22.31802259,38,1544,2.95,2397.58,63.23,6.99,278.19,139.095,23860391.06
F,909,S25,1506,3,0.017,1.066,0.027,39.48148148,23.61991192,186,1692,2.8,2398.3,63.17,6.74,265.15,132.575,24246813
F,980,S30,1508,8,0.024,0.74,0.022,33.63636364,27.78715793,41,1549,2.8,2405.41,63.05,6.9,265.21,132.605,24895993.5
F,980,S05,1508,9,0.014,0.73,0.019,38.42105263,31.21470086,51,1559,2.89,2329.04,63.03,7.88,274.33,137.165,26671940.43
F,980,S10,1508,7,0.018,0.74,0.011,67.27272727,48.15942887,40,1548,2.82,2324.22,63.03,7.07,268.36,134.18,24473542.09
F,980,S15,1508,3,0.017,0.847,0.025,33.88,25.10710746,50,1558,2.75,2327.27,63.06,7.29,260.55,130.275,25911401.04
F,980,S20,1508,5,0.021,0.742,0.03,24.73333333,21.72572514,193,1701,2.83,2328.81,63.15,7.11,268.27,134.135,24573471.46
F,980,S24,1508,4,0.037,0.743,0.027,27.51851852,23.61991192,40,1548,3.19,2326.27,63.19,7.44,302.46,151.23,22787236.66
F,980,S29,1508,2,0.026,0.72,0.02,36,29.96988564,40,1548,3.1,2326.22,63,7.69,293.63,146.815,24236210.83
F,980,M,1508,13,0.021,0.72,0.02,36,29.96988564,71,1579,2.34,2329.09,62.4,7.18,223.28,111.64,30015400.87
F,980,S05,1508,7,0.016,0.74,0.03,24.66666667,21.72572514,53,1561,3.08,2329.57,62.89,7.48,293.35,146.675,23761614
F,980,S10,1508,5,0.021,0.937,0.028,33.46428571,22.94811947,59,1567,3.02,2331.21,62.96,7.38,286.69,143.345,23926551.38
F,980,S20,1508,11,0.018,0.743,0.022,33.77272727,27.78715793,39,1547,3.1,2322.18,62.92,7.52,295,147.5,23659268.75
F,980,S25,1508,7,0.018,0.785,0.028,28.03571429,22.94811947,45,1553,2.91,2325,62.88,6.9,277.67,138.835,23154123.71
F,980,S30,1508,5,0.019,0.735,0.032,22.96875,20.64126415,39,1547,2.82,2321.37,62.94,7.15,267.9,133.95,24720120.96
F,980,S05,1508,15,0.03,0.721,0.024,30.04166667,25.93359266,60,1568,3.2,2332.15,62.8,7.47,305.47,152.735,22865273.16
F,909,S10,1506,8,0.015,1.003,0.024,41.79166667,25.93359266,41,1547,2.55,2328.11,62.95,7.09,242.87,121.435,27186846.89
F,909,S15,1506,7,0.03,1.035,0.027,38.33333333,23.61991192,39,1545,2.51,2330.49,63.09,7.05,237.38,118.69,27492354.14
F,909,S20,1506,7,0.022,1.058,0.024,44.08333333,25.93359266,56,1562,2.86,2330.81,62.93,7.12,270.97,135.485,24370818.97
F,909,S24,1506,5,0.029,1.043,0.023,45.34782609,26.82423957,50,1556,2.85,2329.37,62.86,7.07,272.3,136.15,24269583.43
F,909,S29,1506,9,0.027,1.035,0.03,34.5,21.72572514,59,1565,2.59,2330.85,62.97,6.84,246.5,123.25,25853536.22
F,909,M,1506,10,0.021,1.003,0.026,38.57692308,24.33786233,75,1581,2.33,2326.95,62.67,7.06,222.59,111.295,29613185.15
F,980,S05,1508,8,0.026,0.759,0.028,27.10714286,22.94811947,42,1550,2.85,2328.83,63.18,7.53,269.25,134.625,25842658.8
F,909,S10,1506,14,0.023,1.05,0.021,50,28.83191546,48,1554,2.61,2325.8,62.91,7.07,248.28,124.14,26460653.33
F,909,S15,1506,11,0.022,1.039,0.023,45.17391304,26.82423957,40,1546,2.89,2328.79,62.91,7.2,275.05,137.525,24367684.98
F,980,S05,1508,9,0.018,0.766,0.02,38.3,29.96988564,44,1552,2.9,2322.89,63.03,7.42,274.92,137.46,24962256.54
F,980,S10,1508,5,0.022,0.738,0.029,25.44827586,22.31802259,35,1543,2.8,2324.98,62.93,7.13,266.02,133.01,24865661.1
F,980,S15,1508,5,0.014,0.8,0.028,28.57142857,22.94811947,16,1524,2.83,2321.35,63.08,7.18,267.97,133.985,24735911.87
F,980,S25,1508,11,0.032,0.752,0.02,37.6,29.96988564,47,1555,3.11,2330.99,62.94,7.31,295.63,147.815,23011593.24
F,980,S30,1508,10,0.022,0.751,0.02,37.55,29.96988564,33,1541,3.03,2326.18,62.9,7.82,289.28,144.64,25214869.94
F,980,M,1508,6,0.016,0.728,0.024,30.33333333,25.93359266,64,1572,2.23,2327.3,62.72,7.24,211.7,105.85,31734770.58
F,980,S05,1508,15,0.029,0.726,0.015,48.4,37.65403131,41,1549,2.76,2331.06,62.86,7.53,262.79,131.395,26710907.09
F,980,S10,1508,4,0.019,0.737,0.02,36.85,29.96988564,40,1548,2.51,2328.8,63.1,7.43,237.58,118.79,28953200.32
F,980,S15,1508,6,0.023,0.731,0.018,40.61111111,32.58285073,37,1545,2.42,2328.97,63.07,7.03,228.85,114.425,28415358.77
F,909,M,1506,10,0.026,1.078,0.017,63.41176471,34.09448306,94,1600,2.25,2327.32,62.58,7.42,214.79,107.395,32234933.55
F,909,S09,1506,3,0.019,1.013,0.028,36.17857143,22.94811947,38,1544,2.82,2324.73,62.96,7.75,268.07,134.035,26833319.68
F,909,S14,1506,7,0.018,1.057,0.018,58.72222222,32.58285073,35,1541,2.75,2328.17,62.88,7.49,262.33,131.165,26632571.59
F,980,S19,1508,9,0.028,0.748,0.025,29.92,25.10710746,40,1548,2.89,2328.63,63.01,7.64,274.71,137.355,25855044.79
F,909,S25,1506,8,0.017,1.041,0.027,38.55555556,23.61991192,49,1555,2.9,2328.99,63.15,7.98,274.69,137.345,26916699.6
F,980,S05,1508,8,0.02,0.738,0.025,29.52,25.10710746,30,1538,3.09,2286.7,63.05,8.31,292.36,146.18,25828609.51
F,909,S10,1506,8,0.022,1.015,0.026,39.03846154,24.33786233,47,1553,3.04,2289.79,62.83,8.07,289.77,144.885,25529652.06
F,980,S15,1508,4,0.017,0.728,0.023,31.65217391,26.82423957,45,1553,3.16,2288.02,63.04,8.55,293.71,146.855,26000885.51
F,909,S24,1506,9,0.017,1.021,0.026,39.26923077,24.33786233,39,1545,3.13,2287.11,63.04,8.6,292.78,146.39,26393103.26
F,980,S29,1508,14,0.02,0.76,0.022,34.54545455,27.78715793,40,1548,3.16,2284.55,62.97,8.38,292.69,146.345,25445260.06
F,909,S36,1506,10,0.022,1.022,0.018,56.77777778,32.58285073,29,1535,3.15,2289.49,63.06,8.1,295.34,147.67,24726492
F,980,M,1508,11,0.024,0.755,0.023,32.82608696,26.82423957,89,1597,2.16,2290.81,62.48,7.59,205.48,102.74,33808537.58
F,909,S05,1506,4,0.033,1.05,0.024,43.75,25.93359266,53,1559,2.77,2285.75,62.79,8.36,264.1,132.05,28973737.91
F,909,S10,1506,5,0.017,1.004,0.02,50.2,29.96988564,43,1549,3.08,2285.25,62.86,8.46,290.03,145.015,26363475
F,909,S05,1506,9,0.02,1.048,0.025,41.92,25.10710746,30,1536,3.09,2282.63,63.12,8.06,291.91,145.955,25006987.3
F,980,S11,1508,9,0.019,0.719,0.022,32.68181818,27.78715793,48,1556,3.09,2289.41,62.99,7.58,291.28,145.64,23587591.18
F,980,S20,1508,8,0.028,0.71,0.023,30.86956522,26.82423957,32,1540,3.29,2286.09,62.95,8.25,292.91,146.455,24076905.32
F,909,S25,1506,7,0.022,1.047,0.02,52.35,29.96988564,47,1553,3.18,2286.54,62.91,8.62,293.5,146.75,26032042.19
F,980,S30,1508,5,0.028,0.745,0.024,31.04166667,25.93359266,34,1542,3.16,2284.35,62.67,8.42,292.53,146.265,25564478.92
F,909,M,1506,8,0.039,1.04,0.026,40,24.33786233,66,1572,2.3,2285.7,62.65,7.48,217.74,108.87,31220674.43
F,980,S10,1508,8,0.021,0.743,0.024,30.95833333,25.93359266,41,1549,2.41,2288.51,63.07,7.91,228.97,114.485,31547252.79
F,980,S15,1508,9,0.022,0.754,0.026,29,24.33786233,33,1541,2.34,2290.49,63.08,7.52,222.22,111.11,30915741.95
F,980,S20,1508,7,0.014,0.744,0.024,31,25.93359266,46,1554,2.72,2290.36,63.13,7.51,257.17,128.585,26559755.56
F,980,S25,1508,9,0.02,0.8,0.022,36.36363636,27.78715793,59,1567,2.68,2292.14,62.94,7.52,254.83,127.415,27013040.96
F,976,S05,1510,3,0.015,1.017,0.02,50.85,29.96988564,47,1557,2.88,2289.05,62.9,7.55,274.94,137.47,25203394.27
F,980,S10,1508,8,0.028,0.752,0.032,23.5,20.64126415,45,1553,3.19,2285.14,63.02,8.63,291.57,145.785,25964634.62
F,980,S20,1508,8,0.023,0.717,0.027,26.55555556,23.61991192,44,1552,2.38,2285.25,63.09,7.24,225.84,112.92,29197429.41
F,980,S25,1508,16,0.022,0.73,0.023,31.73913043,26.82423957,57,1565,3.15,2288.99,62.87,8.32,289.02,144.51,25392529.07
F,980,S30,1508,10,0.023,0.733,0.026,28.19230769,24.33786233,46,1554,2.57,2285.59,63.07,7.82,243.71,121.855,29209306.6
F,980,M,1508,4,0.022,0.726,0.018,40.33333333,32.58285073,53,1561,2.41,2307.54,57.87,7.23,229.09,114.545,29075004
F,980,S05,1508,6,0.014,0.762,0.026,29.30769231,24.33786233,50,1558,2.97,2308.62,56.98,7.1,282.66,141.33,23179477.58
F,980,S10,1508,8,0.02,0.8,0.028,28.57142857,22.94811947,31,1539,3.23,2310.89,57.07,7.18,299.46,149.73,21574984.16
F,980,S15,1508,10,0.014,0.737,0.027,27.2962963,23.61991192,35,1543,2.86,2315.15,56.96,7.13,271.69,135.845,24241077.59
F,980,S20,1508,6,0.021,0.756,0.02,37.8,29.96988564,46,1554,2.78,2313.91,56.95,7.55,264.76,132.38,26393556.15
F,980,S25,1508,8,0.024,0.752,0.026,28.92307692,24.33786233,191,1699,3.19,2313.83,56.95,7.69,302.85,151.425,23426984.75
F,980,S30,1508,10,0.021,0.808,0.015,53.86666667,37.65403131,47,1555,3.09,2309.35,56.99,7.33,293.78,146.89,23008300.68
F,980,M,1508,5,0.02,0.73,0.012,60.83333333,44.94691449,67,1575,2.27,2311.26,56.46,7.27,216.81,108.405,31088992.44
F,980,S05,1508,4,0.028,0.738,0.014,52.71428571,39.77262916,53,1561,3.06,2318.96,56.97,7.83,290.73,145.365,24921999.53
F,980,S10,1508,8,0.03,0.74,0.02,37,29.96988564,46,1554,3.01,2309.47,56.85,7.83,286.62,143.31,25232302.47
F,980,S15,1508,11,0.022,0.75,0.022,34.09090909,27.78715793,54,1562,3.01,2310.24,57.1,7.56,285.63,142.815,24370345.67
F,980,S20,1508,12,0.021,0.717,0.018,39.83333333,32.58285073,42,1550,3.1,2307.3,57.23,7.58,292.2,146.1,23695226.71
F,980,S25,1508,10,0.016,0.773,0.014,55.21428571,39.77262916,31,1539,3.16,2309.16,57.11,7.67,299.89,149.945,23540278.56
F,980,S30,1508,6,0.024,0.762,0.021,36.28571429,28.83191546,32,1540,2.52,2308.96,56.95,7.07,239.19,119.595,27207245.33
F,980,S35,1508,9,0.021,0.75,0.014,53.57142857,39.77262916,34,1542,3.2,2310.27,57.09,7.96,301.12,150.56,24136545.83
F,980,M,1508,7,0.025,0.78,0.02,39,29.96988564,63,1571,2.27,2308.59,56.72,7.36,215.69,107.845,31437504
F,980,S05,1508,8,0.024,0.74,0.018,41.11111111,32.58285073,35,1543,2.73,2314.01,56.95,6.51,264.86,132.43,23175700.15
F,980,S15,1508,14,0.016,0.732,0.023,31.82608696,26.82423957,56,1564,3.07,2312.27,59.04,8.1,292.2,146.1,25623265.6
F,980,S20,1508,6,0.019,0.726,0.021,34.57142857,28.83191546,42,1550,3.02,2312.2,58.85,7.37,287.13,143.565,23699284.37
F,980,S24,1508,8,0.022,0.785,0.021,37.38095238,28.83191546,50,1558,3.06,2303.37,59.07,7.94,290.88,145.44,25102216.59
F,980,M,1508,9,0.015,0.77,0.013,59.23076923,42.18126779,72,1580,2.36,2305,58.61,7.63,225.83,112.915,31299165.25
F,980,S30,1508,6,0.012,0.76,0.021,36.19047619,28.83191546,51,1559,3.18,2307.63,58.91,8.17,303.07,151.535,24900633.91
F,980,S05,1508,11,0.021,0.753,0.025,30.12,25.10710746,38,1546,2.88,2309.44,58.9,7.59,273.38,136.69,25562614
F,980,S10,1508,15,0.024,0.764,0.025,30.56,25.10710746,47,1555,2.92,2308.95,58.85,7.64,278.12,139.06,25373146.44
F,980,S15,1508,12,0.027,0.732,0.025,29.28,25.10710746,37,1545,2.53,2306.97,58.62,7.11,241.78,120.89,27229540.77
F,980,S20,1508,8,0.017,0.73,0.028,26.07142857,22.94811947,58,1566,2.85,2305.81,59.12,7.86,270.15,135.075,26708561.31
F,980,S25,1508,9,0.028,0.78,0.02,39,29.96988564,44,1552,3.14,2309.02,59.12,8.17,295.64,147.82,25233029.39
F,980,S05,1508,10,0.023,0.751,0.018,41.72222222,32.58285073,191,1699,2.76,2316.56,58.85,7.58,263.41,131.705,26721016
F,980,S10,1508,9,0.025,0.732,0.028,26.14285714,22.94811947,47,1555,2.81,2316.57,59.27,7.48,264.03,132.015,25899417.48
F,980,S25,1508,8,0.018,0.705,0.027,26.11111111,23.61991192,43,1551,3.09,2311.25,59.27,7.75,290.73,145.365,24346662.62
F,980,S30,1508,8,0.028,0.744,0.02,37.2,29.96988564,49,1557,2.78,2314.79,58.96,7.4,264.14,132.07,25879019.14
F,980,M,1508,7,0.01,0.767,0.017,45.11764706,34.09448306,64,1572,2.28,2310.73,58.53,7.03,219.26,109.63,29923953.5
F,980,S05,1508,8,0.02,0.73,0.027,27.03703704,23.61991192,61,1569,2.72,2311.36,59.11,7.52,257.25,128.625,26838968.47
F,980,S15,1508,6,0.023,0.765,0.028,27.32142857,22.94811947,46,1554,2.85,2311.27,59.04,7.55,270.99,135.495,25715919.89
F,980,S20,1508,12,0.023,0.737,0.028,26.32142857,22.94811947,42,1550,2.82,2312.4,59,7.75,268.31,134.155,26691000
F,980,S25,1508,11,0.025,0.725,0.018,40.27777778,32.58285073,43,1551,3.22,2313.08,59.08,8.3,302.96,151.48,25041605.22
F,980,S30,1508,12,0.015,0.745,0.028,26.60714286,22.94811947,41,1549,3.12,2308.44,59.17,8.02,296.14,148.07,24922273.38
F,980,M,1508,9,0.027,0.74,0.024,30.83333333,25.93359266,63,1571,2.22,2314.32,58.87,7.42,211.58,105.79,32488048.86
F,980,S05,1508,14,0.029,0.73,0.025,29.2,25.10710746,41,1549,3.02,2303.88,58.88,7.98,287.11,143.555,25568490.75
F,980,S10,1508,9,0.02,0.723,0.028,25.82142857,22.94811947,55,1563,2.46,2316.19,58.45,5.03,227.7,113.85,19890987.78
F,980,S19,1508,13,0.024,0.74,0.027,27.40740741,23.61991192,44,1552,2.38,2311.48,58.82,7.23,227.02,113.51,29491765.41
F,909,S30,1506,11,0.023,1.051,0.026,40.42307692,24.33786233,187,1693,2.4,2308.51,59.09,7.02,227.7,113.85,28360045.35
F,909,S05,1506,9,0.029,1.039,0.027,38.48148148,23.61991192,36,1542,2.89,2312.02,58.97,7.53,275.16,137.58,25301018.87
F,909,S10,1506,9,0.022,1.01,0.027,37.40740741,23.61991192,40,1546,3.33,2309.28,59.07,7.62,303.27,151.635,22194053.19
F,909,S15,1506,11,0.028,1.031,0.023,44.82608696,26.82423957,46,1552,3.26,2310.54,58.97,7.69,300.44,150.22,22891356.11
F,909,S20,1506,10,0.021,1.038,0.023,45.13043478,26.82423957,39,1545,3.2,2308.28,58.81,7.88,299.57,149.785,23873385.9
F,980,S30,1508,8,0.029,0.765,0.025,30.6,25.10710746,40,1548,3.04,2313.77,58.87,7.32,289.51,144.755,23399521.34
F,909,S05,1506,9,0.022,1.037,0.027,38.40740741,23.61991192,42,1548,2.6,2310.04,58.97,7.47,246.67,123.335,27875074.98
F,909,S25,1506,11,0.025,1.055,0.027,39.07407407,23.61991192,60,1566,3.22,2312.6,59.08,7.63,296.05,148.025,23015397.39
F,909,S29,1506,12,0.027,1,0.018,55.55555556,32.58285073,49,1555,2.63,2311.68,58.81,7.12,250.78,125.39,26284592.67
F,980,M,1508,11,0.012,0.729,0.02,36.45,29.96988564,75,1583,2.21,2310.85,58.74,7.36,210.49,105.245,32322622.26
F,909,S05,1506,5,0.025,1.017,0.022,46.22727273,27.78715793,63,1569,2.66,2311.41,59.07,7.39,251.76,125.88,26970505.11
F,909,S10,1506,11,0.024,1.025,0.018,56.94444444,32.58285073,39,1545,3.19,2313.51,59.24,7.14,299.94,149.97,21748444.48
F,909,S15,1506,8,0.017,1.11,0.015,74,37.65403131,27,1533,3.07,2312.79,58.82,6.93,292.94,146.47,21927057.24
F,980,S25,1508,10,0.019,0.739,0.026,28.42307692,24.33786233,65,1573,2.69,2310.35,59.01,7.15,255.47,127.735,25791751.12
F,980,M,1508,12,0.023,0.725,0.017,42.64705882,34.09448306,59,1567,2.3,2311.35,58.61,6.98,217.56,108.78,29460668.09
F,909,S05,1506,5,0.015,1.09,0.021,51.9047619,28.83191546,37,1543,3.17,2312.57,58.85,7.58,297.62,148.81,23224914.36
F,980,S20,1508,6,0.019,0.792,0.03,26.4,21.72572514,45,1553,2.74,2310.26,59.18,7.22,259.62,129.81,25568001.55
F,980,S25,1508,9,0.017,0.8,0.021,38.0952381,28.83191546,48,1556,2.9,2310.86,58.9,7.8,274.79,137.395,26104749.52
F,980,S30,1508,12,0.021,0.73,0.02,36.5,29.96988564,33,1541,2.96,2311.05,58.9,7.57,281.83,140.915,24823487.74
F,976,M,1510,8,0.02,1.006,0.019,52.94736842,31.21470086,56,1566,2.32,2311.66,58.62,6.49,221.95,110.975,27160012.19
F,980,S05,1508,9,0.02,0.73,0.03,24.33333333,21.72572514,29,1537,2.93,2310.64,58.99,7.23,278.53,139.265,23947062.88
F,980,S10,1508,8,0.031,0.73,0.036,20.27777778,18.79974161,40,1548,3.15,2305.47,58.9,7.32,294.57,147.285,22501387.2
F,980,S15,1508,6,0.021,0.72,0.025,28.8,25.10710746,32,1540,3.18,2311.44,59.1,7.35,295.51,147.755,22438412.83
F,980,S20,1508,8,0.024,0.722,0.024,30.08333333,25.93359266,44,1552,3.21,2307.38,59.13,7.34,293.63,146.815,22159473.72
F,980,S25,1508,10,0.027,0.742,0.025,29.68,25.10710746,39,1547,3.11,2312.73,58.82,7.16,295.78,147.89,22362834.91
F,980,S30,1508,7,0.018,0.739,0.015,49.26666667,37.65403131,45,1553,3.25,2311.99,58.78,7.41,293.55,146.775,22139616.24
F,976,M,1510,12,0.014,1.023,0.016,63.9375,35.77449321,58,1568,2.25,2311.76,58.61,6.42,214.93,107.465,27704131.84
F,980,S10,1508,14,0.019,0.76,0.025,30.4,25.10710746,43,1551,2.79,2307.85,58.96,7.29,265.04,132.52,25326792.58
F,980,S15,1508,15,0.026,0.72,0.026,27.69230769,24.33786233,35,1543,2.91,2311.83,59.1,6.9,275.85,137.925,23022966.8
F,980,S20,1508,12,0.034,0.725,0.026,27.88461538,24.33786233,38,1546,2.86,2306.75,58.94,7.33,272.49,136.245,24830631.29
F,980,S30,1508,20,0.018,0.715,0.02,35.75,29.96988564,38,1546,3.24,2309.22,58.96,7.4,295.3,147.65,22151406.67
F,980,S35,1508,12,0.022,0.736,0.014,52.57142857,39.77262916,52,1560,2.64,2308.87,58.85,7.06,251.64,125.82,25932808.05
F,980,S05,1508,10,0.022,0.753,0.022,34.22727273,27.78715793,47,1555,3.19,2292.6,59.03,6.75,294.85,147.425,20374673.98
F,980,S10,1508,8,0.024,0.74,0.029,25.51724138,22.31802259,32,1540,3.09,2292.57,58.94,6.73,291.46,145.73,20971451.01
F,980,M,1508,7,0.031,0.76,0.026,29.23076923,24.33786233,64,1572,2.32,2299.4,58.48,6.75,222.17,111.085,28098271.55
F,980,S05,1508,7,0.016,0.735,0.027,27.22222222,23.61991192,36,1544,2.78,2301.41,59.11,6.91,263.14,131.57,24025726.99
F,980,S10,1508,5,0.027,0.743,0.027,27.51851852,23.61991192,35,1543,2.98,2301.67,59.01,7.36,283.3,141.65,23875578.2
F,980,M,1508,8,0.021,0.743,0.021,35.38095238,28.83191546,63,1571,2.63,2314.03,58.69,4.06,248.13,124.065,15003361.05
F,980,S05,1508,9,0.029,0.74,0.028,26.42857143,22.94811947,46,1554,2.58,2296.6,58.91,6.37,245.9,122.95,23815207.91
F,980,S15,1508,9,0.014,0.745,0.027,27.59259259,23.61991192,67,1575,2.5,2303.89,59.15,7.26,236.14,118.07,28100085.55
F,909,S20,1506,11,0.029,1.058,0.022,48.09090909,27.78715793,47,1553,3.17,2304.79,59.23,7.24,295.65,147.825,22108534.49
F,909,S25,1506,4,0.015,1.056,0.021,50.28571429,28.83191546,33,1539,2.79,2298.15,58.82,6.94,263.61,131.805,24009489.68
F,980,M,1508,7,0.018,0.74,0.03,24.66666667,21.72572514,49,1557,2.19,2308.08,58.52,6.72,208.33,104.165,29745776.22
F,909,S05,1506,13,0.016,1.083,0.016,67.6875,35.77449321,38,1544,2.91,2309.74,58.92,7.2,275.99,137.995,24002246.6
F,909,S10,1506,7,0.019,1.046,0.032,32.6875,20.64126415,31,1537,2.73,2314.09,58.96,6.2,259.75,129.875,22072858.46
F,909,S15,1506,11,0.018,1.041,0.022,47.31818182,27.78715793,34,1540,2.57,2311.59,58.99,6.94,243.51,121.755,26217208.3
F,980,S20,1508,9,0.018,0.777,0.027,28.77777778,23.61991192,44,1552,3.15,2312.84,59.09,7.18,292.65,146.325,22141588.27
F,980,S30,1508,7,0.021,0.744,0.032,23.25,20.64126415,37,1545,2.76,2310.21,59.1,6.62,262.54,131.27,23272854.65
F,976,M,1510,12,0.021,1.1,0.022,50,27.78715793,59,1569,2.3,2316.34,58.64,6.83,219.26,109.63,28889795.32
F,980,S05,1508,14,0.018,0.74,0.027,27.40740741,23.61991192,45,1553,3.19,2309.77,58.95,7.12,298.77,149.385,21652464.6
F,909,S10,1506,11,0.024,1.027,0.026,39.5,24.33786233,34,1540,3.12,2309.45,58.95,7.54,293.95,146.975,23440917.5
F,909,S15,1506,15,0.02,1.03,0.027,38.14814815,23.61991192,38,1544,3.12,2312.32,59.15,7.41,293.64,146.82,23065392
F,909,S25,1506,7,0.03,1.038,0.024,43.25,25.93359266,43,1549,3.24,2309.24,58.89,7.83,293.07,146.535,23438786
F,909,S30,1506,9,0.019,1.05,0.027,38.88888889,23.61991192,197,1703,2.62,2312.61,58.9,7.55,250.06,125.03,27989642.4
F,980,M,1508,10,0.037,0.739,0.028,26.39285714,22.94811947,79,1587,2.45,2310.06,58.51,7.46,234.71,117.355,29542367.31
F,909,S10,1506,3,0.02,1.03,0.02,51.5,29.96988564,31,1537,3.21,2308.02,59.05,7.46,292.17,146.085,22528000.82
F,980,S15,1508,17,0.018,0.762,0.028,27.21428571,22.94811947,26,1534,2.74,2310.9,58.79,6.99,260.36,130.18,24760365.77
