grade,grade_s,seq_no,l_temp,dd,p,mn,s,mn_s,mn_s_t,super_heat,tt,cs,mcwf,mould_level,mcwd_temp,sczfr,m_factor,heat_ext
C,909,S30,1506,12,0.022,1.05,0.021,50,28.83191546,31,1537,2.86,2352.06,59.03,0.75,182.33,91.165,2590555.594
C,980,M,1508,8,0.021,0.777,0.021,37,28.83191546,68,1576,2.49,2353.13,58.6,8.84,181.55,90.775,35087152.87
C,980,M,1508,3,0.017,0.741,0.022,33.68181818,27.78715793,56,1564,2.3,2354.13,58.78,8.97,181.86,90.93,38560649.4
C,980,S04,1508,4,0.021,0.751,0.027,27.81481481,23.61991192,55,1563,2.89,2288.06,59.08,8.62,188.93,94.465,28663295.58
C,909,S09,1506,5,0.019,1.03,0.024,42.91666667,25.93359266,46,1552,2.77,2284.92,58.72,8.53,185.89,92.945,29552181.92
C,909,S28,1506,4,0.025,1.062,0.02,53.1,29.96988564,53,1559,2.71,2289.11,59.04,8.62,183.31,91.655,30581158.1
C,980,M,1508,8,0.024,0.74,0.027,27.40740741,23.61991192,38,1546,2.34,2291.55,58.73,8.2,183.59,91.795,33726915.38
C,980,S03,1508,6,0.018,0.725,0.02,36.25,29.96988564,41,1549,2.92,2293.53,58.87,8.44,186.56,93.28,27842825.84
C,980,S10,1508,5,0.023,0.746,0.027,27.62962963,23.61991192,35,1543,2.46,2293.14,59.02,7.5,180.4,90.2,29363378.05
C,909,S25,1506,3,0.023,1.13,0.024,47.08333333,25.93359266,57,1563,2.85,2275.31,58.78,8.69,186.72,93.36,29138338.38
C,909,S05,1506,4,0.019,1.023,0.027,37.88888889,23.61991192,59,1565,2.84,2269.25,59.3,0.69,181.03,90.515,2315593.838
C,909,S10,1506,6,0.021,1.036,0.027,38.37037037,23.61991192,56,1562,2.98,2271.45,58.87,8.93,180.68,90.34,28588256.28
C,909,S15,1506,4,0.025,1.04,0.025,41.6,25.10710746,58,1564,3.39,2270.58,58.72,9.61,180.73,90.365,27033967.54
C,980,M,1508,8,0.023,0.736,0.029,25.37931034,22.31802259,62,1570,2.24,2272.42,58.97,8.55,183.03,91.515,36429733.13
C,980,S15,1508,4,0.026,0.737,0.032,23.03125,20.64126415,66,1574,2.77,2314.55,55.93,0.64,182.14,91.07,2246032.635
C,980,S09,1508,7,0.023,0.734,0.028,26.21428571,22.94811947,53,1561,2.93,2315.04,55.81,8.64,190.64,95.32,28671730.89
C,980,S30,1508,8,0.027,0.773,0.026,29.73076923,24.33786233,55,1563,2.69,2317.71,55.97,9.48,180.33,90.165,34305554.41
C,980,S05,1508,10,0.025,0.96,0.02,48,29.96988564,44,1552,2.89,2322.32,55.56,8.8,181.44,90.72,29699981.73
C,980,S15,1508,10,0.025,0.742,0.028,26.5,22.94811947,50,1558,2.9,2317.92,55.85,7.78,180.4,90.2,26117363.42
C,980,S30,1508,7,0.024,0.756,0.026,29.07692308,24.33786233,41,1549,2.82,2315.47,56.08,8.34,184.17,92.085,28761093.32
C,980,S10,1508,7,0.024,0.752,0.031,24.25806452,21.1678094,40,1548,2.93,2318.34,56.09,7.89,189.87,94.935,26220188.03
C,980,S05,1508,10,0.017,0.785,0.018,43.61111111,32.58285073,23,1531,2.63,2316.57,56.1,8.19,189.12,94.56,30298621.62
C,980,S15,1508,3,0.029,0.756,0.023,32.86956522,26.82423957,46,1554,2.4,2312.23,55.94,8.46,195.25,97.625,34232565.15
C,980,S20,1508,7,0.023,0.73,0.027,27.03703704,23.61991192,33,1541,2.96,2314.65,55.82,8.47,194.23,97.115,27818026.72
C,980,S25,1508,5,0.02,0.741,0.021,35.28571429,28.83191546,51,1559,2.77,2315.23,55.77,8.32,181.95,90.975,29207002.57
C,980,S29,1508,4,0.034,0.803,0.027,29.74074074,23.61991192,48,1556,2.69,2315.26,56.08,7.98,180.97,90.485,28846934.63
C,980,S05,1508,8,0.032,0.723,0.028,25.82142857,22.94811947,52,1560,2.81,2315.68,56.03,8.19,192.45,96.225,28346889.91
C,909,S05,1506,2,0.027,1.078,0.029,37.17241379,22.31802259,52,1558,2.84,2316.13,55.79,8.43,187.11,93.555,28874964.36
C,909,S20,1506,7,0.025,1.035,0.015,69,37.65403131,53,1559,2.68,2318.42,56.1,8.34,180.63,90.315,30302095.43
C,909,S03,1506,11,0.034,1.044,0.02,52.2,29.96988564,45,1551,2.74,2318.52,55.92,8.16,181.02,90.51,29000115.85
C,909,S13,1506,16,0.02,1.05,0.031,33.87096774,21.1678094,49,1555,3,2322.41,56.05,8.78,197.14,98.57,28547063.72
C,980,S15,1508,2,0.026,0.779,0.028,27.82142857,22.94811947,42,1550,2.21,2322.99,55.96,7.86,190.03,95.015,34699794.52
C,909,S24,1506,8,0.036,1.1,0.018,61.11111111,32.58285073,34,1540,2.74,2318.06,55.7,8.19,195.59,97.795,29100959.08
C,909,M,1506,13,0.019,1.025,0.017,60.29411765,34.09448306,59,1565,2.3,2322.05,55.41,7.73,183.66,91.83,32777250.13
C,909,S05,1506,11,0.038,1.08,0.023,46.95652174,26.82423957,49,1555,2.95,2323.93,56.06,7.96,181.37,90.685,26336822.97
C,909,S15,1506,11,0.028,1.048,0.028,37.42857143,22.94811947,41,1547,2.49,2325.15,56.32,7.41,192.01,96.005,29061573.61
C,1071,S05,1505,13,0.022,1.04,0.032,32.5,20.64126415,33,1538,2.79,2322.31,56.04,7.7,180.25,90.125,26918819.14
C,980,S19,1508,4,0.028,0.75,0.023,32.60869565,26.82423957,34,1542,1.93,2321.7,65.88,8.35,180.88,90.44,42187574.61
C,909,S05,1506,5,0.025,1.042,0.029,35.93103448,22.31802259,48,1554,3.02,2319.46,55.84,8.4,181.17,90.585,27096208.21
C,980,S15,1508,4,0.018,0.722,0.027,26.74074074,23.61991192,49,1557,2.36,2316.16,56.04,8.89,188.98,94.49,36644399.19
C,980,S24,1508,6,0.024,0.735,0.029,25.34482759,22.31802259,49,1557,3.08,2316.06,56.19,0.76,194.17,97.085,2400280.364
C,980,M,1508,7,0.032,0.736,0.019,38.73684211,31.21470086,73,1581,2.35,2311.12,55.36,8.72,182.06,91.03,36018067.61
C,980,S15,1508,6,0.023,0.753,0.017,44.29411765,34.09448306,50,1558,2.52,2316.32,55.67,8.86,195.17,97.585,34204325.33
C,980,S25,1508,4,0.023,0.779,0.017,45.82352941,34.09448306,62,1570,2.6,2315.54,55.96,8.18,181.14,90.57,30597189.32
C,909,S15,1506,5,0.029,1.038,0.025,41.52,25.10710746,58,1564,2.67,2315.1,56.02,0.7,190.78,95.39,2549211.236
C,909,S20,1506,7,0.024,1.038,0.027,38.44444444,23.61991192,27,1533,2.71,2311.29,56.08,0.87,187.2,93.6,3116403.565
C,909,S20,1506,7,0.034,1.038,0.031,33.48387097,21.1678094,35,1541,2.91,2271.02,55.11,8.83,181.45,90.725,28942628.08
C,1091,S28,1151,4,0.019,0.603,0.018,33.5,32.58285073,421,1572,3.08,2243.12,52.91,10.12,180.37,90.185,30955056
C,1091,M,1151,5,0.016,0.579,0.009,64.33333333,56.47110389,439,1590,2.36,2235.06,52.84,1.23,182.21,91.105,4892508.458
C,1087,S16,1495,4,0.022,1.185,0.024,49.375,25.93359266,51,1546,3.04,2234.81,52.84,0.9,181.19,90.595,2778809.803
C,1087,S20,1495,3,0.031,1.187,0.027,43.96296296,23.61991192,58,1553,3.09,2235.35,52.92,0.83,180.21,90.105,2521822.039
C,1097,S08,1505,4,0.022,1.277,0.018,70.94444444,32.58285073,44,1549,2.75,2231.36,53.03,1.03,180,90,3510132.131
C,1097,S15,1505,5,0.016,1.278,0.014,91.28571429,39.77262916,51,1556,3.23,2237.23,53.16,1.28,182.09,91.045,3723637.3
C,1097,S18,1505,3,0.019,1.302,0.01,130.2,51.94243253,52,1557,2.8,2238.77,53.02,9.1,180.63,90.315,30559210.5
C,1105,S05,1499,9,0.019,1.32,0.015,88,37.65403131,57,1556,2.82,2277.64,52.98,0.86,180.64,90.32,2917317.617
C,980,M,1508,6,0.018,0.75,0.015,50,37.65403131,74,1582,2.3,2271.6,52.64,8.84,183.22,91.61,36669549.91
C,1088,S16,1514,1,0.025,0.508,0.017,29.88235294,34.09448306,53,1567,2.75,2277.68,52.99,7.53,180.52,90.26,26194148.25
C,1107,S16,1507,5,0.015,1.29,0.019,67.89473684,31.21470086,52,1559,2.95,2270.79,53.29,9.68,181.17,90.585,31295335
C,1107,S16,1507,8,0.018,1.38,0.011,125.4545455,48.15942887,56,1563,2.44,2272.19,53.09,9.36,180.44,90.22,36608333.31
C,1107,S24,1507,4,0.03,1.332,0.019,70.10526316,31.21470086,57,1564,3.11,2270.56,53.05,9.58,181,90.5,29375643.78
C,1107,M,1507,4,0.021,1.252,0.022,56.90909091,27.78715793,64,1571,2.26,2272.4,52.69,8.66,180.11,90.055,36571563.19
C,1089,S12,1526,4,0.013,0.301,0.015,20.06666667,37.65403131,53,1579,2.66,2275.33,52.91,8.29,180.57,90.285,29782872.16
C,1086,S12,1502,7,0.019,0.709,0.023,30.82608696,26.82423957,42,1544,2.73,2274.15,53.11,8.81,180.8,90.4,30823479.23
C,909,S20,1506,9,0.018,1.002,0.017,58.94117647,34.09448306,48,1554,3.1,2273.45,53,8.9,180.72,90.36,27413406.77
C,909,S11,1506,4,0.017,1.019,0.027,37.74074074,23.61991192,49,1555,2.92,2286.12,53.01,9.21,181.02,90.51,30284826.66
C,909,S16,1506,5,0.019,1.02,0.021,48.57142857,28.83191546,54,1560,2.91,2283.15,53.28,9.49,187.09,93.545,31272093.71
C,980,S18,1508,5,0.03,0.703,0.016,43.9375,35.77449321,50,1558,2.36,2284.81,52.96,9.44,183.78,91.89,38384808
C,980,S23,1508,5,0.025,0.723,0.02,36.15,29.96988564,61,1569,2.68,2286.13,53.3,9.55,183.72,91.86,34215176.98
C,909,S05,1506,10,0.028,1.03,0.015,68.66666667,37.65403131,48,1554,2.87,2262.96,53.17,9.58,193.84,96.92,31725595.32
C,909,S29,1506,2,0.028,1.056,0.023,45.91304348,26.82423957,40,1546,3.02,2263.92,53.23,9.32,186.26,93.13,29344001.48
C,909,S05,1506,5,0.026,0.733,0.026,28.19230769,24.33786233,44,1550,2.91,2268.31,53.16,8.74,195.5,97.75,28613444.49
C,980,S15,1508,10,0.026,0.733,0.024,30.54166667,25.93359266,49,1557,2.83,2267.41,53.15,8.68,180.71,90.355,29208727.55
C,980,S25,1508,7,0.029,0.772,0.018,42.88888889,32.58285073,35,1543,2.39,2266.03,52.82,8.51,193.63,96.815,33888051.99
C,980,S30,1508,5,0.018,0.768,0.016,48,35.77449321,43,1551,2.81,2264.34,53.06,8.89,195.57,97.785,30087518.48
C,980,M,1508,11,0.02,0.73,0.014,52.14285714,39.77262916,60,1568,2.36,2264.97,52.88,8.41,185.74,92.87,33899690.82
C,980,S05,1508,11,0.015,0.738,0.018,41,32.58285073,44,1552,2.71,2267.97,52.92,8.49,180.41,90.205,29841798.62
C,909,S20,1506,2,0.023,1.031,0.023,44.82608696,26.82423957,57,1563,2.83,2270.26,52.93,9.06,190.02,95.01,30525771.56
C,909,S25,1506,8,0.028,1.018,0.017,59.88235294,34.09448306,56,1562,2.62,2267.48,52.84,9.45,181.17,90.585,34349725.65
C,980,S20,1508,4,0.02,0.758,0.027,28.07407407,23.61991192,45,1553,2.73,2305.12,52.74,9.6,180.85,90.425,34044849.23
C,980,M,1508,3,0.026,0.751,0.011,68.27272727,48.15942887,68,1576,2.32,2314.25,52.75,9.62,184.37,92.185,40303860.78
C,980,S05,1508,2,0.024,0.751,0.019,39.52631579,31.21470086,47,1555,2.64,2324.81,52.96,8.84,190.27,95.135,32695282.45
C,980,S10,1508,6,0.023,0.74,0.02,37,29.96988564,56,1564,2.85,2324.94,53.1,9.72,186.5,93.25,33302930.02
C,980,S15,1508,8,0.029,0.737,0.027,27.2962963,23.61991192,39,1547,3.06,2329.25,52.93,9.85,180.36,90.18,31490546.57
C,980,S25,1508,9,0.023,0.753,0.03,25.1,21.72572514,37,1545,3.03,2328.52,53.5,9.75,191.28,95.64,31469601.98
C,980,S24,1508,9,0.021,0.741,0.03,24.7,21.72572514,64,1572,2.93,2304.47,52.93,9.38,186.09,93.045,30985290.14
C,980,S29,1508,5,0.023,0.731,0.018,40.61111111,32.58285073,48,1556,3.06,2295.15,52.85,9.72,190.82,95.41,30620001.18
C,980,S21,1508,10,0.02,0.724,0.017,42.58823529,34.09448306,38,1546,2.73,2300.68,53.07,9.95,190.34,95.17,35218101.54
C,980,S05,1508,12,0.016,0.774,0.022,35.18181818,27.78715793,32,1540,2.78,2296.55,53,9.17,192.16,96.08,31816304.57
C,980,S09,1508,7,0.022,0.745,0.028,26.60714286,22.94811947,34,1542,3.05,2302.32,53.35,9.66,188.42,94.21,30626140.01
C,980,S25,1508,6,0.021,0.73,0.019,38.42105263,31.21470086,46,1554,2.97,2303.73,52.94,0.93,187.87,93.935,3029754
C,980,S30,1508,10,0.025,0.745,0.021,35.47619048,28.83191546,192,1700,3.13,2298.55,53.03,1.02,188.84,94.42,3146002.62
C,909,S30,1506,5,0.02,1.026,0.024,42.75,25.93359266,46,1552,2.9,2296.99,53.33,9.44,195.16,97.58,31403813.63
C,909,S05,1506,11,0.018,1.065,0.016,66.5625,35.77449321,43,1549,2.87,2294.51,53.06,9.43,192.13,96.065,31664238
C,909,S10,1506,28,0.022,1.034,0.02,51.7,29.96988564,59,1565,2.9,2295.01,53.06,9.71,181.23,90.615,32274171.66
C,909,M,1506,8,0.036,1.034,0.021,49.23809524,28.83191546,57,1563,2.55,2316.14,52.9,9.38,181.88,90.94,35783000.56
C,909,S05,1506,7,0.022,1.063,0.017,62.52941176,34.09448306,55,1561,2.74,2331.35,53.05,8.84,197.54,98.77,31590643.36
C,909,S20,1506,8,0.027,1.045,0.017,61.47058824,34.09448306,46,1552,2.75,2322.86,53.1,8.74,181.38,90.69,31006379.96
C,909,S30,1506,5,0.034,1.042,0.023,45.30434783,26.82423957,196,1702,3.2,2327.72,53.26,9.28,189.59,94.795,28351629.6
C,909,S05,1506,6,0.022,1.055,0.016,65.9375,35.77449321,48,1554,2.52,2327.78,53.89,8.9,181.93,90.965,34528736.67
C,909,S10,1506,8,0.02,1.04,0.016,65,35.77449321,51,1557,2.82,2329.8,54.14,9.18,189.78,94.89,31853818.72
C,909,S15,1506,7,0.023,1.03,0.02,51.5,29.96988564,49,1555,3.01,2327.83,53.85,9.09,192.28,96.14,29525546.09
C,909,S20,1506,10,0.02,1.021,0.018,56.72222222,32.58285073,44,1550,2.91,2324.92,53.74,8.93,185.04,92.52,29965102.93
C,909,S25,1506,9,0.021,1.027,0.016,64.1875,35.77449321,49,1555,2.93,2326.68,54.19,9.31,189.39,94.695,31050457.8
C,909,S05,1506,6,0.018,0.998,0.009,110.9222222,56.47110389,38,1544,2.79,2324,53.94,8.93,181.1,90.55,31241556.99
C,909,S15,1506,4,0.029,1.051,0.028,37.53571429,22.94811947,43,1549,2.86,2327.74,54.2,9.12,188.49,94.245,31175438.1
C,909,S20,1506,2,0.026,1.09,0.024,45.41666667,25.93359266,24,1530,3.01,2328.55,53.67,9.12,189.26,94.63,29632152.56
C,909,S05,1506,8,0.024,1.038,0.018,57.66666667,32.58285073,37,1543,2.6,2330.75,54.18,8.73,184.46,92.23,32868953.65
C,980,S09,1508,7,0.027,0.745,0.02,37.25,29.96988564,45,1553,2.74,2235.42,53.97,9.11,182.24,91.12,31215927.02
C,980,S14,1508,8,0.022,0.748,0.03,24.93333333,21.72572514,52,1560,2.66,2236.28,54.01,9.38,181.63,90.815,33120483.79
C,980,S20,1508,5,0.025,0.75,0.014,53.57142857,39.77262916,52,1560,2.89,2239.49,53.88,10.02,189.5,94.75,32611313.9
C,980,S05,1508,6,0.023,0.79,0.012,65.83333333,44.94691449,45,1553,2.94,2246.5,53.75,9.73,192.85,96.425,31226350
C,976,S10,1510,3,0.029,0.996,0.015,66.4,37.65403131,65,1575,3.23,2241.28,54.2,10.16,190.38,95.19,29609876.21
C,909,S20,1506,5,0.019,1.121,0.023,48.73913043,26.82423957,36,1542,3.18,2241.84,54.14,10.1,187.34,93.67,29905299.62
C,909,S20,1506,10,0.033,1.06,0.019,55.78947368,31.21470086,33,1539,2.71,2238.71,54.17,9.19,180.93,90.465,31885508.7
C,909,S25,1506,9,0.025,1.041,0.02,52.05,29.96988564,45,1551,2.59,2241.24,54.07,9.42,180.07,90.035,34236455.35
C,1071,S20,1505,8,0.02,1.024,0.024,42.66666667,25.93359266,59,1564,2.57,2229.85,54.11,9.53,190.53,95.265,34728395.37
C,909,S23,1506,5,0.025,1.071,0.016,66.9375,35.77449321,15,1521,2.72,2233.74,53.71,9.28,186.24,93.12,32008180.24
C,980,S05,1508,6,0.028,0.743,0.016,46.4375,35.77449321,53,1561,2.79,2232.87,54.06,9.52,184.17,92.085,31999668.13
C,980,S10,1508,4,0.016,0.728,0.02,36.4,29.96988564,30,1538,2.88,2237.03,53.9,9.83,186.74,93.37,32068757.15
C,980,S20,1508,4,0.024,0.878,0.017,51.64705882,34.09448306,63,1571,2.66,2236.89,53.83,9.84,180.41,90.205,34754206.74
C,909,S10,1506,5,0.021,1.032,0.015,68.8,37.65403131,39,1545,2.81,2351.12,53.81,10.08,180.72,90.36,35422425.74
C,980,S05,1508,3,0.033,0.714,0.021,34,28.83191546,51,1559,2.8,2358.71,54,10.28,186.09,93.045,36371308.2
C,980,S20,1508,4,0.012,0.78,0.012,65,44.94691449,53,1561,2.95,2354.1,53.84,10.27,181.16,90.58,34420932
C,980,S20,1508,2,0.035,0.791,0.029,27.27586207,22.31802259,54,1562,2.55,2355.72,54,9.87,180.28,90.14,38295692.89
C,980,S25,1508,6,0.013,0.743,0.025,29.72,25.10710746,195,1703,2.64,2352.55,54.05,10.11,192.96,96.48,37838628.07
C,980,S30,1508,7,0.017,0.737,0.027,27.2962963,23.61991192,34,1542,2.97,2260.69,53.7,10.17,192.97,96.485,32512832.55
C,980,S15,1508,1,0.024,0.768,0.019,40.42105263,31.21470086,56,1564,2.37,2262.03,54.09,9.82,180.67,90.335,39365048.66
C,980,S20,1508,8,0.024,0.75,0.02,37.5,29.96988564,52,1560,2.68,2262.02,54.1,10.69,181.43,90.715,37895587.3
C,980,S10,1508,5,0.04,0.737,0.025,29.48,25.10710746,38,1546,2.58,2262.35,53.98,10.66,182.24,91.12,39259664.42
C,980,S05,1508,5,0.024,0.742,0.016,46.375,35.77449321,54,1562,2.98,2261.8,54.05,11.1,184.26,92.13,35384267.11
C,980,S10,1508,3,0.017,0.789,0.018,43.83333333,32.58285073,41,1549,2.9,2263.86,53.88,10.38,185.12,92.56,34032841.57
C,980,S15,1508,8,0.025,0.744,0.018,41.33333333,32.58285073,37,1545,3.03,2265.1,54.03,10.28,189.56,94.78,32276553.66
C,980,S29,1508,4,0.031,0.748,0.024,31.16666667,25.93359266,45,1553,2.97,2260.07,54.08,11.2,183.12,91.56,35795856.16
C,976,S15,1510,6,0.026,1.025,0.02,51.25,29.96988564,43,1553,2.89,2259.05,51.07,2.34,183.54,91.77,7682333.356
C,976,M,1510,7,0.02,1.008,0.017,59.29411765,34.09448306,61,1571,2.45,2265.83,50.45,9.5,180.11,90.055,36900660
C,909,S05,1506,5,0.03,1.07,0.029,36.89655172,22.31802259,56,1562,2.99,2266.06,50.93,10.45,199.62,99.81,33263335.59
C,909,S05,1506,6,0.02,1.048,0.022,47.63636364,27.78715793,41,1547,2.88,2261.99,50.96,10.01,180.89,90.445,33020341.52
C,909,S10,1506,6,0.028,1.044,0.024,43.5,25.93359266,49,1555,3.06,2267.83,50.91,9.89,180.17,90.085,30784680.57
C,909,S26,1506,6,0.032,1.025,0.021,48.80952381,28.83191546,49,1555,2.83,2265.68,50.81,9.43,183.15,91.575,31708311.69
C,980,S30,1508,4,0.028,0.739,0.024,30.79166667,25.93359266,52,1560,2.64,2267.6,50.92,9.51,181.91,90.955,34307757.27
C,980,S10,1508,12,0.022,0.758,0.027,28.07407407,23.61991192,31,1539,2.41,2266.93,51.13,8.98,180.11,90.055,35476984.18
C,980,S05,1508,5,0.023,0.767,0.027,28.40740741,23.61991192,40,1548,2.94,2273.72,51.04,9.32,180.57,90.285,30272957.71
C,909,S20,1506,8,0.028,1.03,0.025,41.2,25.10710746,47,1553,3.11,2268.81,51,10.14,181.11,90.555,31068836.1
C,909,S10,1506,9,0.029,1.05,0.019,55.26315789,31.21470086,52,1558,2.54,2262.98,51.15,9.89,181.69,90.845,37007741.43
C,909,S15,1506,7,0.035,1.04,0.019,54.73684211,31.21470086,53,1559,3.01,2265.65,51.24,10.17,191.44,95.72,32151154.19
C,909,S20,1506,10,0.032,1.059,0.022,48.13636364,27.78715793,58,1564,2.81,2264.74,51.21,9.79,198.01,99.005,33139352.07
C,980,S25,1508,5,0.023,0.76,0.029,26.20689655,22.31802259,36,1544,3,2264.54,50.89,9.6,184.71,92.355,30435417.6
C,909,S09,1506,7,0.027,1.028,0.017,60.47058824,34.09448306,45,1551,2.7,2387.25,50.87,10,181.81,90.905,37135000
C,980,S15,1508,3,0.02,0.751,0.03,25.03333333,21.72572514,45,1553,2.65,2386.9,51.08,10.05,180.94,90.47,38019263.77
C,909,S10,1506,9,0.021,1.01,0.023,43.91304348,26.82423957,35,1541,2.96,2387.52,50.87,9.73,180.23,90.115,32962294.7
C,980,S15,1508,6,0.035,0.723,0.015,48.2,37.65403131,54,1562,3.1,2392.05,51.13,9.69,188.28,94.14,31403758.35
C,909,S29,1506,5,0.032,1.029,0.022,46.77272727,27.78715793,34,1540,2.67,2387.8,51.1,9.65,181.29,90.645,36246267.42
C,909,S05,1506,5,0.029,1.035,0.016,64.6875,35.77449321,40,1546,2.84,2390.1,50.99,9.19,191.39,95.695,32483478.8
C,980,S10,1508,8,0.022,0.785,0.021,37.38095238,28.83191546,31,1539,2.5,2388.59,51.11,9.33,181.21,90.605,37439715.1
C,909,S15,1506,2,0.018,1.059,0.025,42.36,25.10710746,48,1554,2.51,2387.82,51.1,8.79,182.18,91.09,35120931.78
C,980,S20,1508,5,0.033,0.8,0.019,42.10526316,31.21470086,55,1563,3.05,2382.45,50.87,9.27,186.18,93.09,30412560.1
C,980,S10,1508,10,0.018,0.734,0.021,34.95238095,28.83191546,40,1548,2.68,2392.13,51.08,2.13,180.79,90.395,7985072.754
C,980,S20,1508,7,0.024,0.737,0.019,38.78947368,31.21470086,38,1546,2.7,2382.69,51.03,9.63,181.21,90.605,35692696.2
C,980,S25,1508,5,0.023,0.72,0.027,26.66666667,23.61991192,38,1546,2.76,2384.03,50.97,9.35,180.97,90.485,33920600.76
C,909,S15,1506,2,0.025,1.062,0.028,37.92857143,22.94811947,40,1546,2.82,2398.1,50.94,10.53,182.2,91.1,37609351.28
C,909,S30,1506,9,0.024,1.059,0.02,52.95,29.96988564,35,1541,2.92,2400.5,50.86,10.61,180.93,90.465,36633931.85
C,980,S05,1508,6,0.026,0.724,0.021,34.47619048,28.83191546,57,1565,2.76,2427.13,51.2,10.64,181.22,90.61,39298400.52
C,980,S20,1508,8,0.023,0.72,0.019,37.89473684,31.21470086,64,1572,2.68,2427.61,51.02,10.12,180.11,90.055,38501169.94
C,980,S25,1508,9,0.027,0.8,0.022,36.36363636,27.78715793,55,1563,2.6,2431.41,51.2,10.78,180.11,90.055,42340199.68
C,980,S05,1508,7,0.019,0.74,0.021,35.23809524,28.83191546,44,1552,2.68,2430.69,51.06,10.28,180.64,90.32,39159504.27
C,980,S10,1508,6,0.015,0.702,0.019,36.94736842,31.21470086,49,1557,2.43,2431.41,51.22,9.9,180.43,90.215,41604126.67
C,980,S15,1508,5,0.032,0.752,0.02,37.6,29.96988564,50,1558,2.55,2430.21,51.11,10.03,192.75,96.375,40147069.2
C,980,S25,1508,6,0.023,0.742,0.018,41.22222222,32.58285073,60,1568,2.65,2423.75,50.75,10.53,180.55,90.275,40450100.94
C,980,S30,1508,13,0.021,0.765,0.033,23.18181818,20.1434254,41,1549,2.71,2425.04,50.88,10.08,191.77,95.885,37884314.92
C,976,M,1510,5,0.023,1.05,0.012,87.5,44.94691449,90,1600,2.43,2422.33,50.53,9.88,181.91,90.955,41365022.91
C,909,S05,1506,13,0.021,1.047,0.028,37.39285714,22.94811947,47,1553,2.8,2428.22,50.76,10.37,191.59,95.795,37770962.1
C,980,S10,1508,12,0.025,0.777,0.036,21.58333333,18.79974161,144,1652,2.63,2429.72,50.86,10.08,181.29,90.645,39112025.06
C,976,S05,1510,7,0.025,0.991,0.026,38.11538462,24.33786233,50,1560,2.75,2315.52,51.21,9.59,192.97,96.485,33914368.93
C,980,S15,1508,4,0.023,0.8,0.018,44.44444444,32.58285073,52,1560,3.1,2317.7,50.91,11.04,180.84,90.42,34666810.84
C,980,S20,1508,8,0.024,0.751,0.029,25.89655172,22.31802259,46,1554,2.91,2318.14,51.07,10.68,180.28,90.14,35732813.69
C,980,S15,1508,9,0.019,0.72,0.022,32.72727273,27.78715793,50,1558,2.67,2319.45,50.82,10.37,180.46,90.23,37835702.36
C,980,S20,1508,14,0.022,0.765,0.025,30.6,25.10710746,46,1554,2.51,2319.82,50.92,10.22,182.64,91.32,39671694.69
C,980,S10,1508,8,0.028,0.763,0.009,84.77777778,56.47110389,55,1563,2.99,2326.99,53.31,9.41,186.63,93.315,30758293.91
C,980,S15,1508,7,0.024,0.776,0.017,45.64705882,34.09448306,47,1555,2.95,2330.76,53.11,9.45,180.63,90.315,31358598.1
C,980,S25,1508,6,0.015,0.751,0.017,44.17647059,34.09448306,42,1550,2.98,2331.34,53.06,9.23,180.4,90.2,30327760.55
C,980,S29,1508,6,0.021,0.733,0.018,40.72222222,32.58285073,44,1552,2.87,2330.7,53.07,1.12,180.26,90.13,3820074.146
C,1071,S05,1505,5,0.025,1.38,0.018,76.66666667,32.58285073,44,1549,2.55,2335.29,53.13,9.25,180.14,90.07,35578830
C,980,S20,1508,7,0.028,0.736,0.022,33.45454545,27.78715793,36,1544,2.71,2333.78,53.24,10.08,180.34,90.17,36458638.41
C,980,S05,1508,3,0.019,0.74,0.026,28.46153846,24.33786233,43,1551,2.92,2327.02,53.25,9.89,180.18,90.09,33102656.42
C,909,S05,1506,7,0.038,1.07,0.024,44.58333333,25.93359266,46,1552,2.79,2343.75,53.05,8.89,180.43,90.215,31365927.42
C,909,S10,1506,7,0.025,1.027,0.013,79,42.18126779,47,1553,2.85,2347.72,52.95,8.84,180.26,90.13,30584613.39
C,909,S29,1506,5,0.018,1.099,0.017,64.64705882,34.09448306,191,1697,2.82,2339.88,53.09,0.75,182.43,91.215,2613695.745
C,909,M,1506,7,0.016,1.03,0.013,79.23076923,42.18126779,82,1588,2.51,2340.76,52.67,9.04,181.57,90.785,35407958.44
C,909,S05,1506,3,0.025,1.01,0.023,43.91304348,26.82423957,44,1550,3.06,2344.54,52.97,8.47,180.26,90.13,27256426.78
C,980,S05,1508,8,0.022,0.736,0.024,30.66666667,25.93359266,55,1563,2.59,2424.35,53,8.48,180.72,90.36,33338088.65
C,909,S05,1506,7,0.029,1.05,0.021,50,28.83191546,37,1543,2.51,2334.52,52.98,9.93,192.69,96.345,38790235.51
C,909,S15,1506,10,0.016,1.03,0.024,42.91666667,25.93359266,58,1564,3.29,2333.77,53.1,9.17,183.37,91.685,27320005.4
C,980,S10,1508,8,0.015,0.743,0.016,46.4375,35.77449321,55,1563,3,2324.4,53.13,0.78,192.86,96.43,2538244.8
C,980,S15,1508,7,0.02,0.731,0.016,45.6875,35.77449321,49,1557,3.1,2323.12,53.07,0.82,185.1,92.55,2580911.381
C,980,S10,1508,10,0.032,0.739,0.017,43.47058824,34.09448306,45,1553,2.74,2327.33,53.25,9.15,183.34,91.67,32642077.34
